fraud_reported,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,months_as_customer,insured_zip,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
N,844062,5/25/1990,OH,250/500,500,862.19,0,398,606858,55,MALE,High School,adm-clerical,movies,69400,0,2/23/2015,Vehicle Theft,NA,Trivial Damage,Police,SC,Northbend,8167 Apache Ave,7,1,UNKNOWN,2,3,UNKNOWN,6600,600,1200,4800,Accura,MDX,2012
N,844117,8/21/1991,OH,250/500,2000,1144.3,0,285,609458,44,MALE,MD,priv-house-serv,base-jumping,52600,0,2/4/2015,Vehicle Theft,NA,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,UNKNOWN,5500,500,500,4500,Honda,Civic,2010
N,844129,9/20/1990,OH,250/500,500,871.46,0,213,477938,35,MALE,MD,tech-support,movies,58500,-77700,1/22/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,5475 Rock Lane,13,1,YES,2,0,YES,74140,13480,6740,53920,Ford,Escape,2007
N,845751,9/11/2004,IN,100/300,500,1533.71,9000000,240,469856,40,FEMALE,JD,protective-serv,polo,0,-70900,1/10/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,7108 Tree St,18,2,YES,0,2,UNKNOWN,66550,6050,12100,48400,Ford,Escape,2008
N,847123,3/19/2014,IL,100/300,500,1442.27,0,143,435100,34,MALE,College,priv-house-serv,exercise,67900,0,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Columbus,9728 Britain Hwy,10,1,UNKNOWN,2,3,YES,58500,11700,5850,40950,Dodge,RAM,1999
Y,852002,6/29/2009,IL,250/500,1000,1292.3,0,478,479724,63,MALE,High School,adm-clerical,paintball,47600,0,2/21/2015,Parked Car,NA,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007
Y,853360,6/26/2009,IN,500/1000,1000,1074.07,0,87,451312,31,FEMALE,Masters,sales,chess,0,-47500,1/27/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006
N,854021,4/29/2010,OH,100/300,500,1203.24,0,136,600702,29,FEMALE,JD,transport-moving,video-games,62500,-66900,2/5/2015,Vehicle Theft,NA,Minor Damage,Police,NY,Columbus,1562 Britain St,9,1,UNKNOWN,2,0,UNKNOWN,6200,1240,620,4340,Honda,Accord,1999
N,855186,10/31/1993,IN,500/1000,2000,1255.68,6000000,144,466303,36,FEMALE,Associate,sales,reading,23600,-15600,2/18/2015,Parked Car,NA,Minor Damage,None,NC,Arlington,4055 2nd Drive,7,1,NO,0,0,UNKNOWN,7400,740,1480,5180,Dodge,Neon,2014
N,856153,7/9/2002,OH,500/1000,500,1255.02,0,127,462250,31,MALE,Associate,sales,reading,58200,0,1/13/2015,Parked Car,NA,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160,560,1120,4480,Nissan,Ultima,1996
Y,858060,5/31/2004,IL,250/500,2000,1209.07,0,289,604138,46,MALE,JD,armed-forces,chess,0,0,2/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,5649 Texas Ave,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1995
N,860497,4/10/1992,IL,500/1000,1000,1286.44,0,256,460564,42,FEMALE,MD,transport-moving,bungie-jumping,0,-39500,1/22/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,UNKNOWN,75500,7550,15100,52850,Nissan,Ultima,1998
N,863236,9/20/1990,IN,100/300,2000,1322.1,0,257,436984,43,MALE,High School,prof-specialty,golf,0,-29200,1/28/2015,Parked Car,NA,Minor Damage,Police,PA,Arlington,2533 Elm St,4,1,YES,1,3,YES,9020,1640,820,6560,Toyota,Camry,2005
N,863749,12/5/2009,IN,250/500,500,1265.84,0,295,605743,46,FEMALE,JD,prof-specialty,paintball,52200,-44500,1/16/2015,Vehicle Theft,NA,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007
N,865201,10/19/2001,OH,100/300,2000,1140.15,0,169,608929,39,MALE,High School,armed-forces,exercise,0,-36800,1/19/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,Legacy,2015
N,865607,4/18/1993,IN,250/500,1000,1562.8,0,476,458997,61,FEMALE,Masters,handlers-cleaners,dancing,42800,-68200,1/18/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,7745 Washington Ridge,10,1,UNKNOWN,1,2,YES,49390,8980,4490,35920,Suburu,Legacy,2009
N,865839,8/2/1991,IL,500/1000,1000,1371.88,0,101,462420,26,FEMALE,MD,prof-specialty,reading,0,0,2/4/2015,Parked Car,NA,Trivial Damage,None,VA,Arlington,8096 Apache Hwy,4,1,UNKNOWN,2,2,UNKNOWN,3190,580,580,2030,Suburu,Legacy,1995
N,866805,12/13/1995,OH,250/500,500,1082.36,0,105,452216,28,FEMALE,Associate,prof-specialty,golf,0,0,1/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,A5,1995
N,866931,1/7/2008,IN,500/1000,1000,1123.87,8000000,175,446326,34,FEMALE,PhD,protective-serv,dancing,0,0,2/26/2015,Vehicle Theft,NA,Trivial Damage,Police,NY,Arlington,6619 Flute Ave,5,1,UNKNOWN,2,0,YES,7290,810,810,5670,Volkswagen,Passat,1995
N,868031,6/24/1990,OH,250/500,2000,912.29,0,425,464808,53,FEMALE,High School,priv-house-serv,paintball,42900,-39100,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,UNKNOWN,1,2,UNKNOWN,97080,16180,16180,64720,Saab,92x,2005
N,868283,2/6/2006,IN,250/500,1000,1086.21,0,252,455340,39,MALE,JD,farming-fishing,hiking,68500,-57500,2/13/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Springfield,2500 Tree St,18,1,UNKNOWN,1,2,UNKNOWN,50490,5610,5610,39270,Nissan,Maxima,2001
N,871305,2/14/1992,IL,500/1000,2000,1537.13,0,259,471614,43,FEMALE,PhD,handlers-cleaners,kayaking,0,-58300,1/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,Fusion,2012
N,871432,7/15/2004,IL,250/500,2000,1472.43,0,254,619794,46,MALE,MD,tech-support,basketball,0,-90600,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,UNKNOWN,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004
N,872734,5/19/1990,IN,100/300,2000,1003.23,0,241,470485,38,FEMALE,Associate,tech-support,kayaking,0,0,1/17/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,4955 Lincoln Ridge,23,3,UNKNOWN,0,3,YES,77880,12980,12980,51920,Accura,MDX,2008
N,872814,6/13/1992,IL,100/300,500,1141.62,0,295,451672,49,MALE,College,prof-specialty,kayaking,34300,-24300,1/1/2015,Vehicle Theft,NA,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002
N,873114,12/7/1995,IL,100/300,1000,1251.65,0,271,433683,40,FEMALE,Associate,other-service,camping,71200,0,2/19/2015,Parked Car,NA,Minor Damage,None,NY,Hillsdale,1365 Francis Ave,6,1,NO,0,0,NO,3080,560,280,2240,Audi,A3,2012
Y,873384,3/10/2004,IL,250/500,2000,1234.69,9000000,85,613471,31,FEMALE,MD,tech-support,paintball,0,0,2/6/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,7733 Britain Lane,1,2,NO,2,1,UNKNOWN,74400,14880,7440,52080,BMW,M5,2003
N,873859,10/14/1992,OH,250/500,1000,802.24,0,236,612597,38,FEMALE,College,other-service,paintball,0,-62500,2/23/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,8906 Elm Lane,16,1,NO,0,1,UNKNOWN,66840,16710,5570,44560,Mercedes,E400,2014
N,876680,5/10/2012,OH,100/300,1000,1118.58,0,160,460801,36,FEMALE,High School,prof-specialty,board-games,0,-36600,1/22/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,7281 Maple Hwy,5,3,NO,2,1,NO,51700,5170,10340,36190,Saab,95,2003
Y,876699,12/12/1999,OH,250/500,1000,1099.95,0,65,473109,23,FEMALE,College,sales,dancing,0,-71900,1/15/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005
N,876714,11/3/1991,IL,100/300,2000,1603.42,0,233,616637,37,FEMALE,High School,sales,video-games,61600,-30200,2/6/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005
N,882920,1/1/2006,OH,500/1000,1000,1215.85,0,19,454985,32,MALE,High School,other-service,hiking,42900,-90200,1/2/2015,Vehicle Theft,NA,Minor Damage,Police,VA,Hillsdale,6165 Rock Ridge,8,1,YES,1,1,YES,7040,1280,640,5120,Nissan,Maxima,2015
N,883980,12/13/2014,OH,100/300,500,1203.17,0,256,455810,43,FEMALE,MD,prof-specialty,golf,56700,-65600,2/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,UNKNOWN,63250,11500,5750,46000,Nissan,Ultima,1997
N,884180,8/19/1995,IL,500/1000,500,1143.46,4000000,338,601600,47,MALE,MD,priv-house-serv,polo,0,0,2/18/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,UNKNOWN,58560,9760,9760,39040,Mercedes,E400,2002
N,884365,5/17/1994,IN,100/300,1000,1423.34,0,194,454399,34,MALE,Associate,sales,camping,55300,-37900,1/21/2015,Vehicle Theft,NA,Minor Damage,None,WV,Riverwood,8453 Elm St,0,1,YES,0,3,NO,9100,1400,1400,6300,Chevrolet,Malibu,2003
N,885789,7/21/2008,IN,250/500,1000,1393.34,0,290,472922,47,MALE,High School,exec-managerial,bungie-jumping,0,-61400,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4939 Oak Lane,20,3,YES,1,3,YES,56160,6240,12480,37440,Audi,A5,2002
N,886473,3/10/1991,OH,500/1000,2000,1422.56,7000000,282,473705,48,FEMALE,MD,prof-specialty,video-games,26900,-55300,2/9/2015,Vehicle Theft,NA,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,UNKNOWN,1,2,NO,3520,640,320,2560,Accura,MDX,2013
N,889003,8/18/1996,OH,250/500,1000,1328.26,0,126,613921,31,MALE,Masters,sales,exercise,42300,-45800,1/2/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,NO,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011
N,889764,11/30/1993,OH,500/1000,1000,1200.09,0,143,454191,33,FEMALE,Associate,craft-repair,board-games,38400,-5700,1/26/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,8014 Embaracadero Drive,17,3,UNKNOWN,2,2,UNKNOWN,70400,14080,7040,49280,Accura,RSX,2002
Y,889883,2/3/1999,IL,250/500,1000,1665.45,0,246,445853,45,MALE,JD,machine-op-inspct,hiking,34400,-33100,1/29/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9,3,UNKNOWN,2,2,UNKNOWN,53280,11840,5920,35520,Toyota,Camry,2006
N,890026,5/16/2008,IL,100/300,500,1090.03,0,48,430232,35,FEMALE,JD,exec-managerial,golf,0,-51000,1/30/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9286 Oak Ave,1,1,YES,0,2,NO,48400,9680,4840,33880,Saab,92x,2005
Y,890280,1/24/2010,OH,100/300,2000,1307.68,0,142,606942,29,FEMALE,MD,craft-repair,dancing,0,-48500,1/29/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360,4530,9060,40770,Mercedes,E400,1995
N,890328,8/23/2009,IL,100/300,2000,1347.92,0,305,430853,49,FEMALE,High School,farming-fishing,bungie-jumping,0,-42100,2/17/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,UNKNOWN,66550,12100,6050,48400,Volkswagen,Jetta,2003
Y,892148,3/29/1995,IN,500/1000,500,1359.36,5000000,175,450709,39,MALE,PhD,exec-managerial,hiking,0,-43600,2/8/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Arlington,9103 MLK Lane,9,3,YES,2,2,YES,71610,13020,6510,52080,Toyota,Highlander,2012
Y,892874,10/19/1992,IN,100/300,2000,1131.4,0,473,458733,58,FEMALE,MD,transport-moving,movies,55700,0,1/29/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,9573 Weaver Ave,12,4,YES,0,0,NO,63120,10520,10520,42080,Accura,MDX,1999
N,893853,2/27/1994,IL,250/500,500,991.39,0,153,449260,34,MALE,High School,tech-support,paintball,45600,-61400,2/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,UNKNOWN,1,0,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000
N,896890,6/4/1996,IL,250/500,2000,1042.26,0,241,464107,39,MALE,JD,sales,kayaking,0,0,1/31/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,5994 5th Ave,21,3,NO,1,2,UNKNOWN,19080,4240,2120,12720,Saab,93,1995
N,898519,5/21/2000,OH,250/500,1000,954.18,0,233,437470,43,FEMALE,College,tech-support,dancing,0,0,2/17/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,UNKNOWN,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000
N,898573,8/7/1992,IN,500/1000,1000,1728.56,0,151,617947,37,FEMALE,Masters,farming-fishing,dancing,54000,0,2/8/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6429 4th Hwy,0,1,YES,1,1,UNKNOWN,38830,3530,3530,31770,Suburu,Legacy,1999
Y,900628,2/5/2006,IN,500/1000,1000,1690.27,0,325,438830,47,FEMALE,Associate,protective-serv,hiking,61500,0,1/14/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006
Y,901083,1/19/1998,OH,500/1000,1000,1269.64,0,437,602942,60,FEMALE,College,armed-forces,cross-fit,48800,0,2/14/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,8954 Apache Lane,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012
Y,903203,1/3/2004,OH,500/1000,2000,814.96,6000000,255,435267,44,FEMALE,PhD,priv-house-serv,chess,68500,0,2/5/2015,Parked Car,NA,Trivial Damage,Police,NC,Hillsdale,2787 MLK St,7,1,UNKNOWN,2,2,NO,6400,640,1280,4480,Mercedes,ML350,2005
N,903785,8/24/2000,OH,500/1000,500,1757.21,0,115,477695,30,MALE,High School,prof-specialty,base-jumping,46400,0,2/2/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,1589 Pine St,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,2007
Y,904191,7/14/1997,IN,250/500,500,1158.03,0,104,434247,32,MALE,High School,exec-managerial,kayaking,31900,-44600,1/8/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006
N,907012,12/15/1996,OH,500/1000,2000,1246.68,0,179,440251,32,FEMALE,PhD,priv-house-serv,movies,0,0,1/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,UNKNOWN,0,1,UNKNOWN,53100,5900,5900,41300,Suburu,Impreza,2006
N,907113,1/20/1996,IL,500/1000,2000,1143.06,0,57,469363,25,FEMALE,Masters,tech-support,dancing,63100,-54100,1/16/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,Maxima,2010
N,908616,2/18/2000,IL,250/500,1000,954.16,0,64,473328,25,MALE,Masters,prof-specialty,video-games,53200,0,1/18/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,4687 5th Drive,22,4,NO,0,0,UNKNOWN,75600,12600,12600,50400,Toyota,Corolla,2005
N,908935,12/11/2009,IL,500/1000,1000,1361.45,0,245,604833,40,MALE,PhD,handlers-cleaners,camping,39300,0,2/15/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,7570 Cherokee Drive,12,1,YES,0,2,YES,82170,7470,7470,67230,Suburu,Forrestor,1999
N,910365,12/19/2001,IN,250/500,1000,828.42,3000000,200,467762,34,FEMALE,College,prof-specialty,basketball,0,0,1/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,UNKNOWN,2,2,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009
N,910604,4/14/1992,IN,250/500,500,1362.31,0,436,446606,60,MALE,High School,prof-specialty,bungie-jumping,67600,-65300,1/13/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,NO,0,2,NO,82060,14920,7460,59680,Saab,93,2005
N,910622,3/22/1992,IN,100/300,500,1175.51,0,78,474792,24,MALE,Masters,craft-repair,yachting,0,0,1/6/2015,Vehicle Theft,NA,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,1,UNKNOWN,0,1,YES,7480,680,680,6120,Dodge,Neon,2003
N,911429,8/25/2012,IN,250/500,500,989.24,0,472,615821,64,MALE,Masters,other-service,skydiving,0,0,2/21/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900,14180,7090,49630,Mercedes,ML350,2002
Y,912665,5/28/2014,IL,100/300,2000,1133.27,0,330,432218,47,FEMALE,High School,craft-repair,chess,0,-56400,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,UNKNOWN,0,2,YES,60500,11000,5500,44000,Ford,F150,1999
Y,913337,2/10/2008,OH,500/1000,500,912.3,0,356,461383,54,MALE,College,prof-specialty,yachting,58500,-44000,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Northbend,9214 Elm Ridge,23,3,NO,2,1,UNKNOWN,68750,12500,12500,43750,Audi,A5,2007
N,913464,1/21/2009,IN,500/1000,2000,1341.24,0,135,601701,30,FEMALE,MD,farming-fishing,skydiving,37100,-46500,1/19/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003
N,914088,2/8/1990,OH,100/300,2000,1291.7,0,224,609837,40,FEMALE,JD,sales,kayaking,0,-55600,1/8/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3220 Rock Drive,21,1,NO,1,0,YES,69840,7760,15520,46560,Dodge,Neon,2009
N,914815,9/27/1990,IN,100/300,500,1706.79,0,155,462479,34,MALE,Masters,protective-serv,dancing,0,0,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998
N,918037,1/30/2005,OH,250/500,1000,1390.29,0,20,479408,21,FEMALE,Masters,priv-house-serv,polo,0,-41200,1/14/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,1,NO,0,0,UNKNOWN,62900,12580,6290,44030,Accura,MDX,2006
N,918516,2/17/2003,OH,250/500,500,1383.49,3000000,130,442797,34,FEMALE,Masters,armed-forces,bungie-jumping,35100,0,1/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Arlington,7629 5th St,4,3,UNKNOWN,2,3,YES,67500,7500,7500,52500,Suburu,Impreza,1996
N,918629,10/3/2000,IL,250/500,2000,1322.78,0,207,453277,42,MALE,PhD,farming-fishing,yachting,55200,0,2/28/2015,Parked Car,NA,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007
N,918777,4/4/2003,IL,250/500,2000,1191.19,4000000,73,468813,26,MALE,MD,farming-fishing,basketball,29300,0,2/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,VA,Northbrook,3653 Elm Drive,9,3,UNKNOWN,0,1,YES,40160,5020,0,35140,Chevrolet,Tahoe,2003
N,919875,6/29/2002,IN,100/300,2000,1118.76,0,27,470866,27,FEMALE,College,adm-clerical,dancing,0,-55800,2/26/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,UNKNOWN,1,3,UNKNOWN,61560,6840,6840,47880,Ford,Fusion,2008
N,920554,9/21/2005,IN,500/1000,1000,1231.01,0,133,459562,30,MALE,College,adm-clerical,board-games,0,-31700,2/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,NO,1,2,UNKNOWN,28440,3160,3160,22120,Dodge,Neon,2007
Y,920826,4/7/2005,IN,250/500,2000,1586.41,0,15,608708,34,FEMALE,High School,sales,video-games,33500,-58900,1/20/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,UNKNOWN,75570,6870,13740,54960,BMW,X5,2010
N,921202,12/28/2014,OH,500/1000,500,1374.22,0,160,472135,37,FEMALE,MD,craft-repair,yachting,45500,-37800,1/19/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3842 Solo Ridge,19,1,YES,1,0,NO,72930,6630,13260,53040,Accura,TL,2015
N,921851,12/7/1992,IN,100/300,1000,1328.18,0,458,617699,61,FEMALE,High School,protective-serv,bungie-jumping,53000,0,2/25/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,Passat,2003
N,922167,2/23/1993,OH,100/300,1000,1141.35,7000000,296,476456,46,MALE,Masters,craft-repair,sleeping,0,0,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbend,3656 Solo Ave,18,1,UNKNOWN,0,2,NO,54900,5490,5490,43920,Mercedes,C300,2013
N,922565,5/23/1999,IL,250/500,500,1124.6,0,222,612904,42,MALE,Associate,armed-forces,hiking,0,0,1/30/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,UNKNOWN,51740,11940,7960,31840,Jeep,Wrangler,2006
N,922937,12/11/1992,IN,250/500,1000,935.77,0,241,437422,43,MALE,Associate,prof-specialty,golf,0,-36000,2/20/2015,Vehicle Theft,NA,Trivial Damage,Police,PA,Northbend,8920 Best Ave,21,1,NO,1,0,YES,7150,1300,650,5200,Volkswagen,Jetta,2003
N,924318,7/27/2014,IL,250/500,2000,1137.02,0,5,468872,26,FEMALE,PhD,farming-fishing,skydiving,31500,0,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,UNKNOWN,88110,16020,16020,56070,Audi,A5,2003
N,925128,8/30/2014,IL,100/300,2000,1409.06,0,86,610302,29,MALE,High School,prof-specialty,yachting,74200,-68100,1/30/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005
N,926665,2/4/1992,OH,250/500,2000,1101.51,0,247,619108,44,FEMALE,College,farming-fishing,camping,64000,0,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,9879 Apache Drive,22,3,NO,2,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008
N,927205,12/16/2011,IL,250/500,500,1039.55,0,137,466393,30,MALE,MD,exec-managerial,kayaking,55600,-59700,2/16/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,UNKNOWN,2,1,UNKNOWN,74030,6730,13460,53840,Chevrolet,Tahoe,2005
N,927354,9/15/1990,IN,100/300,500,1459.5,0,45,475891,31,MALE,MD,priv-house-serv,movies,0,0,2/17/2015,Parked Car,NA,Minor Damage,None,NY,Springfield,1298 Maple Hwy,6,1,UNKNOWN,1,3,UNKNOWN,6000,1000,1000,4000,Suburu,Impreza,2000
Y,929306,3/6/2003,IN,100/300,500,1093.83,4000000,266,468454,42,MALE,Associate,adm-clerical,board-games,0,-49600,2/21/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,4937 Flute Drive,18,3,UNKNOWN,1,1,NO,53280,4440,8880,39960,Suburu,Impreza,2015
N,930032,9/10/2002,IL,100/300,2000,1117.42,0,35,446158,35,FEMALE,PhD,protective-serv,kayaking,0,-51900,2/14/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,2,NO,53190,5910,11820,35460,Volkswagen,Jetta,1996
Y,931625,10/18/2012,IN,250/500,500,1366.42,0,151,476198,37,FEMALE,Associate,protective-serv,cross-fit,44000,0,2/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,Maxima,1998
Y,931901,8/7/1994,OH,100/300,1000,1433.42,6000000,179,608328,32,FEMALE,Associate,protective-serv,base-jumping,53800,0,1/22/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,7897 Lincoln St,4,1,YES,1,2,NO,54200,5420,10840,37940,Nissan,Ultima,2014
